T59,T206,T102,T305,T21,T241,T317,T161,T159,T269,T293,T197,T23,T124,T270,T113,T22,T173,T170,T318,T780,T281,T193,T112,T183,T343,T9,T48,T100,T199,T213,T160,T233,T282,T123,T58,T162,T258,T45,T11,T345,T35,T344,T172,T111,T147,T12,T348,T34,T781,T60,T148
MEG_3050|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|FPVA,104.0,6.0,44.0,178.0,58.0,12.0,126.0,70.0,246.0,348.0,172.0,10.0,26.0,24.0,218.0,46.0,46.0,66.0,88.0,92.0,181.0,214.0,18.0,20.0,68.0,80.0,58.0,32.0,76.0,40.0,30.0,484.0,34.0,66.0,46.0,14.0,48.0,60.0,32.0,4.0,72.0,20.0,52.0,50.0,68.0,164.0,88.0,4.0,180.0,0,20.0,56.0
MEG_775|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,2.0,1.0,3.0,0,0,0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,4.0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_381|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|ABUO,24.0,0,2.0,4.0,0,0,13.0,2.0,164.0,44.0,6.0,0,0,0,8.0,26.0,22.0,6.0,0,6.0,8.0,22.0,0,0,6.0,12.0,2.0,0,0,0,0,4.0,0,18.0,0,0,0,4.0,26.0,0,6.0,0,12.0,0,22.0,0,2.0,2.0,0,0,1.0,0
MEG_5654|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,0,0,0,0,2.0,2.0,4.0,0,0,2.0,0,0,0,0,0,2.0,0,0,4.0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,4.0,0,0,0,0,0,2.0,0,2.0,2.0,2.0,0,2.0,0,0,0
MEG_5846|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,0,0,3.0,414.0,0,0,192.0,0,0,22.0,256.0,0,1.0,1.0,231.0,0,0,4.0,0,2.0,3932.0,26.0,4.0,0,2.0,5.0,0,0,0,8.0,7.0,2.0,4.0,1.0,0,0,0,0,4.0,0,5.0,0,12.0,0,0,0,0,0,4.0,0,5.0,0
MEG_1972|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5564|Drugs|betalactams|Class_C_betalactamases|PDC,0,0,0,2.0,2.0,0,0,2.0,2.0,3.0,4.0,0,0,0,0,0,6.0,0,6.0,0,0,2.0,0,2.0,2.0,2.0,0,0,0,0,0,6.0,2.0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,2.0
MEG_8167|Drugs|betalactams|Class_B_betalactamases|IMP,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0
MEG_3733|Metals|Copper_resistance|Copper_resistance_protein|MCTB,120.0,16.0,16.0,136.0,34.0,4.0,136.0,56.0,64.0,254.0,204.0,2.0,24.0,16.0,172.0,40.0,42.0,64.0,66.0,78.0,4.0,148.0,12.0,16.0,54.0,50.0,50.0,16.0,60.0,28.0,22.0,244.0,24.0,84.0,42.0,6.0,28.0,66.0,22.0,10.0,24.0,20.0,48.0,16.0,40.0,146.0,60.0,4.0,78.0,0,10.0,32.0
MEG_5087|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0
MEG_6470|Drugs|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,2.0,2.0,2.0,6.0,2.0,0,0,6.0,0,0,0,0,2.0,0,0,4.0,0,0,0,2.0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,2.0,0,2.0,0,0,2.0,0,0,0,0,0,0
MEG_8380|Drugs|betalactams|Class_D_betalactamases|OXA,6.0,0,4.0,0,0,0,4.0,0,2.0,18.0,6.0,0,0,0,4.0,10.0,2.0,2.0,6.0,6.0,4.0,6.0,0,0,2.0,6.0,0,2.0,2.0,0,0,12.0,2.0,6.0,0,0,0,4.0,0,0,2.0,0,4.0,0,2.0,4.0,0,0,2.0,0,0,4.0
MEG_1438|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,2.0,0,0,2.0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2084|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORA,45.0,4.0,22.0,40.0,40.0,14.0,32.0,8.0,68.0,140.0,106.0,4.0,10.0,6.0,114.0,14.0,28.0,16.0,28.0,34.0,192.0,108.0,4.0,20.0,18.0,28.0,12.0,14.0,22.0,2.0,18.0,102.0,6.0,30.0,12.0,4.0,6.0,30.0,16.0,0,30.0,14.0,48.0,8.0,34.0,54.0,16.0,4.0,52.0,0,2.0,22.0
MEG_5310|Drugs|betalactams|Class_A_betalactamases|OXY,6.0,0,0,4.0,0,0,2.0,4.0,14.0,22.0,6.0,0,2.0,0,14.0,50.0,2.0,0,8.0,6.0,2.0,16.0,0,2.0,4.0,6.0,4.0,0,6.0,2.0,2.0,4.0,4.0,4.0,2.0,0,0,2.0,0,0,2.0,6.0,0,0,6.0,8.0,14.0,0,6.0,0,0,6.0
MEG_8493|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,2.0,8.0,0,0,0,2.0,12.0,30.0,12.0,0,0,2.0,10.0,0,0,2.0,0,22.0,2.0,14.0,0,0,0,2.0,2.0,6.0,6.0,0,2.0,12.0,2.0,4.0,4.0,0,0,4.0,2.0,0,4.0,0,4.0,2.0,6.0,6.0,12.0,0,2.0,0,0,4.0
MEG_8286|Drugs|betalactams|Class_A_betalactamases|OKP,88.0,16.0,44.0,120.0,20.0,30.0,32.0,64.0,168.0,170.0,112.0,0,38.0,28.0,170.0,36.0,46.0,62.0,126.0,20.0,4.0,128.0,14.0,26.0,82.0,18.0,34.0,52.0,100.0,30.0,44.0,390.0,32.0,36.0,42.0,8.0,44.0,20.0,22.0,4.0,34.0,44.0,16.0,24.0,54.0,186.0,106.0,6.0,120.0,0,38.0,48.0
MEG_5244|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1111|Drugs|betalactams|Class_A_betalactamases|ARL,0,0,0,0,0,0,0,2.0,2.0,0,6.0,0,0,0,2.0,2.0,0,0,0,0,0,2.0,0,0,0,4.0,0,0,2.0,2.0,0,188.0,0,0,0,0,0,2.0,0,0,0,0,2.0,0,2.0,0,0,0,0,0,0,0
MEG_7258|Drugs|Aminoglycosides|Aminoglycoside-resistant_arabinosyltransferase|TLYA|RequiresSNPConfirmation,6.0,2.0,24.0,142.0,18.0,16.0,104.0,36.0,92.0,222.0,228.0,2.0,18.0,20.0,214.0,18.0,54.0,30.0,26.0,62.0,0,190.0,4.0,10.0,20.0,74.0,18.0,18.0,44.0,0,14.0,115.0,12.0,86.0,18.0,6.0,10.0,34.0,18.0,2.0,74.0,10.0,70.0,28.0,14.0,80.0,46.0,0,94.0,0,8.0,36.0
MEG_7045|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,10.0,2.0,2.0,0,0,0,2.0,0,2.0,2.0,2.0,2.0,0,0,4.0,12.0,0,10.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,28.0,0,0,2.0,0,0,1.0,0,0,2.0,0,2.0,0,2.0,0,0,0,0,0,0,0
MEG_2521|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,0,0,0,4.0,2.0,4.0,42.0,2.0,0,0,0,6.0,4.0,0,8.0,0,2.0,0,14.0,0,0,4.0,2.0,0,0,0,0,0,2.0,0,4.0,0,0,0,4.0,8.0,0,4.0,0,6.0,0,2.0,6.0,0,0,2.0,0,0,0
MEG_4747|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0,2.0,2.0,2.0,0,0,4.0,8.0,0,0,0,0,4.0,2.0,0,0,2.0,2.0,0,10.0,0,2.0,0,4.0,0,0,0,2.0,0,2.0,0,0,0,0,0,4.0,0,0,2.0,0,8.0,0,0,0,0,0,0,0,0,0
MEG_1513|Drugs|betalactams|Class_A_betalactamases|CARB,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,4.0,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0
MEG_4925|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,14.0,2.0,0,0,0,4.0,0,0,2.0,0,2.0,0,2.0,0,0,0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,8.0,0,12.0,0,0,0,0,0,2.0,0,0,0
MEG_785|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,4.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3739|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,26.0,2.0,4.0,28.0,2.0,2.0,4.0,16.0,73.0,118.0,46.0,0,16.0,10.0,62.0,43.0,6.0,40.0,18.0,38.0,31.0,66.0,0,8.0,12.0,20.0,14.0,10.0,22.0,8.0,6.0,42.0,8.0,18.0,4.0,0,6.0,14.0,20.0,4.0,16.0,0,26.0,14.0,8.0,36.0,28.0,0,30.0,0,2.0,16.0
MEG_81|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,6.0,0,0,0,0,0,0,0,14.0,8.0,2.0,0,0,0,0,6.0,0,0,6.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3185|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,4.0,0,60.0,45.0,6.0,4.0,28.0,40.0,46.0,93.0,60.0,0,2.0,2.0,54.0,8.0,0,104.0,60.0,14.0,0,116.0,2.0,2.0,8.0,78.0,0,2.0,34.0,4.0,0,1490.0,0,5.0,0,0,0,22.0,6.0,0,18.0,0,71.0,2.0,18.0,2.0,30.0,0,17.0,0,0,0
MEG_4506|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
