file	format	type	num_seqs	sum_len	min_len	avg_len	max_len
./T100.non.host.R1.fastq.gz	FASTQ	DNA	10422447	1462513616	36	140.3	150
./T100.non.host.R2.fastq.gz	FASTQ	DNA	10422447	1461335696	36	140.2	150
./T102.non.host.R1.fastq.gz	FASTQ	DNA	7723327	1073665688	36	139.0	150
./T102.non.host.R2.fastq.gz	FASTQ	DNA	7723327	1075920375	36	139.3	150
./T11.non.host.R1.fastq.gz	FASTQ	DNA	428045	58343689	36	136.3	151
./T11.non.host.R2.fastq.gz	FASTQ	DNA	428045	58300425	36	136.2	151
./T111.non.host.R1.fastq.gz	FASTQ	DNA	14887808	2070084582	36	139.0	150
./T111.non.host.R2.fastq.gz	FASTQ	DNA	14887808	2071716312	36	139.2	150
./T112.non.host.R1.fastq.gz	FASTQ	DNA	2973385	405810986	36	136.5	150
./T112.non.host.R2.fastq.gz	FASTQ	DNA	2973385	403333117	36	135.6	150
./T113.non.host.R1.fastq.gz	FASTQ	DNA	13682926	1893907713	36	138.4	150
./T113.non.host.R2.fastq.gz	FASTQ	DNA	13682926	1888222224	36	138.0	150
./T12.non.host.R1.fastq.gz	FASTQ	DNA	8897321	1236577435	36	139.0	150
./T12.non.host.R2.fastq.gz	FASTQ	DNA	8897321	1234605665	36	138.8	150
./T123.non.host.R1.fastq.gz	FASTQ	DNA	3466998	486421702	36	140.3	150
./T123.non.host.R2.fastq.gz	FASTQ	DNA	3466998	484772411	36	139.8	150
./T124.non.host.R1.fastq.gz	FASTQ	DNA	2747546	383290064	36	139.5	151
./T124.non.host.R2.fastq.gz	FASTQ	DNA	2747546	382386262	36	139.2	151
./T147.non.host.R1.fastq.gz	FASTQ	DNA	16817203	2370051706	36	140.9	150
./T147.non.host.R2.fastq.gz	FASTQ	DNA	16817203	2368168459	36	140.8	150
./T148.non.host.R1.fastq.gz	FASTQ	DNA	5828037	822898933	36	141.2	150
./T148.non.host.R2.fastq.gz	FASTQ	DNA	5828037	821006045	36	140.9	150
./T159.non.host.R1.fastq.gz	FASTQ	DNA	40673858	5567761689	36	136.9	150
./T159.non.host.R2.fastq.gz	FASTQ	DNA	40673858	5563056442	36	136.8	150
./T160.non.host.R1.fastq.gz	FASTQ	DNA	63718919	8909761808	36	139.8	150
./T160.non.host.R2.fastq.gz	FASTQ	DNA	63718919	8892255042	36	139.6	150
./T161.non.host.R1.fastq.gz	FASTQ	DNA	10345315	1424776708	36	137.7	150
./T161.non.host.R2.fastq.gz	FASTQ	DNA	10345315	1420825757	36	137.3	150
./T162.non.host.R1.fastq.gz	FASTQ	DNA	3230068	440018402	36	136.2	150
./T162.non.host.R2.fastq.gz	FASTQ	DNA	3230068	437498391	36	135.4	150
./T170.non.host.R1.fastq.gz	FASTQ	DNA	10577361	1460270323	36	138.1	150
./T170.non.host.R2.fastq.gz	FASTQ	DNA	10577361	1458434601	36	137.9	150
./T172.non.host.R1.fastq.gz	FASTQ	DNA	5153279	707291834	36	137.3	150
./T172.non.host.R2.fastq.gz	FASTQ	DNA	5153279	707425048	36	137.3	150
./T173.non.host.R1.fastq.gz	FASTQ	DNA	17827275	2444775035	36	137.1	150
./T173.non.host.R2.fastq.gz	FASTQ	DNA	17827275	2443170484	36	137.0	150
./T183.non.host.R1.fastq.gz	FASTQ	DNA	9796301	1315870543	36	134.3	150
./T183.non.host.R2.fastq.gz	FASTQ	DNA	9796301	1311310561	36	133.9	150
./T193.non.host.R1.fastq.gz	FASTQ	DNA	2147182	279847856	36	130.3	151
./T193.non.host.R2.fastq.gz	FASTQ	DNA	2147182	277237684	36	129.1	151
./T197.non.host.R1.fastq.gz	FASTQ	DNA	371413	51910484	36	139.8	150
./T197.non.host.R2.fastq.gz	FASTQ	DNA	371413	51854390	36	139.6	150
./T199.non.host.R1.fastq.gz	FASTQ	DNA	5717025	781030429	36	136.6	151
./T199.non.host.R2.fastq.gz	FASTQ	DNA	5717025	779880743	36	136.4	151
